City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,Hualmay,PE,2022-05-19 17:47:35,-11.0964,-77.6139,70.66,74,49,10.63
251,Antrim,GB,2022-05-19 17:47:36,54.6667,-6.25,62.94,55,80,11.5
252,Camopi,GF,2022-05-19 17:47:36,3.1655,-52.3158,74.66,96,100,2.53
253,Tazovskiy,RU,2022-05-19 17:47:37,67.4667,78.7,35.55,91,100,17.45
254,La Palma,US,2022-05-19 17:47:37,33.8464,-118.0467,67.51,83,100,5.75
255,Kaka,TM,2022-05-19 17:47:38,37.3482,59.6143,77.29,38,85,5.86
256,Provideniya,RU,2022-05-19 17:47:38,64.3833,-173.3,38.03,87,100,4.76
257,Quatre Cocos,MU,2022-05-19 17:47:39,-20.2078,57.7625,73.51,73,41,13.53
258,Kungurtug,RU,2022-05-19 17:47:39,50.5994,97.5228,53.69,52,12,1.63
259,Camana,PE,2022-05-19 17:47:39,-16.6228,-72.7111,69.93,68,55,10.02
260,Abu Dhabi,AE,2022-05-19 17:47:40,24.4667,54.3667,95.02,42,0,4.61
261,Namatanai,PG,2022-05-19 17:47:40,-3.6667,152.4333,78.57,82,16,5.21
262,Healesville,AU,2022-05-19 17:47:40,-37.65,145.5167,54.9,81,52,3.51
263,Narsimhapur,IN,2022-05-19 17:47:41,22.95,79.2,96.67,18,0,5.68
264,Rosario,AR,2022-05-19 17:46:41,-32.9468,-60.6393,62.11,57,0,6.91
265,Umea,SE,2022-05-19 17:47:42,63.8284,20.2597,48.13,37,0,10.36
266,Shimoda,JP,2022-05-19 17:45:20,34.6667,138.95,62.1,89,100,9.48
267,Santa Maria,BR,2022-05-19 17:47:42,-29.6842,-53.8069,56.5,72,100,5.75
268,Roald,NO,2022-05-19 17:47:43,62.5833,6.1333,61.72,76,40,9.22
269,Krasnoselkup,RU,2022-05-19 17:47:28,65.7,82.4667,50.4,68,57,18.68
270,Kingston,JM,2022-05-19 17:45:29,17.997,-76.7936,90.25,69,20,25.32
271,Ulladulla,AU,2022-05-19 17:47:43,-35.35,150.4667,50.61,74,77,7.54
272,Cap Malheureux,MU,2022-05-19 17:48:44,-19.9842,57.6142,71.47,78,9,3.0
273,Markdale,CA,2022-05-19 17:48:44,44.3168,-80.6497,58.46,80,97,11.48
274,Sur,OM,2022-05-19 17:48:45,22.5667,59.5289,91.06,43,0,11.23
275,Tricase,IT,2022-05-19 17:48:45,39.9304,18.3553,70.95,72,0,6.91
276,Marawi,PH,2022-05-19 17:48:46,7.9986,124.2928,70.0,92,66,2.35
277,Kimberley,ZA,2022-05-19 17:48:46,-28.7323,24.7623,60.49,55,40,6.91
278,Redlands,US,2022-05-19 17:48:47,34.0556,-117.1825,96.93,34,1,6.55
279,Upernavik,GL,2022-05-19 17:47:20,72.7868,-56.1549,29.59,82,14,10.96
280,Yerbogachen,RU,2022-05-19 17:48:47,61.2767,108.0108,45.3,75,68,12.39
281,Palmer,US,2022-05-19 17:48:48,42.1584,-72.3287,56.64,87,100,10.36
282,Fukuma,JP,2022-05-19 17:48:48,33.7667,130.4667,66.2,60,100,1.74
283,Pervomayskoye,RU,2022-05-19 17:48:09,43.919,46.7102,60.69,79,63,5.97
284,Marapanim,BR,2022-05-19 17:48:49,-0.7175,-47.6997,77.31,95,100,4.21
285,Clyde River,CA,2022-05-19 17:48:49,70.4692,-68.5914,26.83,100,0,8.05
286,Mareeba,AU,2022-05-19 17:48:50,-17.0,145.4333,69.44,91,17,2.57
287,Riberalta,BO,2022-05-19 17:48:50,-10.9833,-66.1,75.4,43,75,17.27
288,Port Elizabeth,ZA,2022-05-19 17:48:51,-33.918,25.5701,57.49,97,100,11.5
289,Victoria,HK,2022-05-19 17:44:53,22.2855,114.1577,79.32,78,84,5.99
290,Kontagora,NG,2022-05-19 17:48:51,10.3999,5.4695,90.1,39,23,9.66
291,Nouadhibou,MR,2022-05-19 17:48:52,20.931,-17.0347,71.58,73,81,21.85
292,Cacapava Do Sul,BR,2022-05-19 17:48:52,-30.5122,-53.4914,56.59,64,74,3.04
293,Vysokogornyy,RU,2022-05-19 17:48:52,50.1167,139.15,40.55,99,100,3.13
